Product Title,Discount %,Dollar Amount Off,Current Price ($),Original Price ($),Affiliate Link
50% off,50%,$149.00 off,149.0,298.0,https://www.amazon.com/Michael-Kors-Marilyn-Medium-Satchel/dp/B0CBKC3Y6G?pd_rd_w=GFg9n&content-id=amzn1.sym.2d1a746f-4df1-4f61-b4b8-e768e6fa97d8&pf_rd_p=2d1a746f-4df1-4f61-b4b8-e768e6fa97d8&pf_rd_r=9JXRM09GV93KQJBZF779&pd_rd_wg=R7aIr&pd_rd_r=fecd6c14-05bd-4154-b92e-29023ab4eb5f&pd_rd_i=B0CBKC3Y6G&tag=nicdav09-20
"Astercook Knife Set, 13 Pieces Kitchen Knives Set with Healthy Anti-Rust Coating, Dishwasher Safe, Stainless Steel Chef Knife Sets with 6 Blade Guards, Perfect Holiday Gifts for Kitchen",64%,$32.01 off,17.98,49.99,https://www.amazon.com/Astercook-Kitchen-Anti-Rust-Dishwasher-Stainless/dp/B0D9B96TBX/ref=sr_1_10?dib=eyJ2IjoiMSJ9.mvQWQ1Kl5Sjs3T16PDFZvHB5wjTWCLSy56fFXALvlywv_Uao9W7xBsce61AbXOJyACnKUROgWtcFlNqotfC9CI-rzmJ9RKNWKiZXWCqD_43OURYDT5Y4NChPnu5ryBsXE6KOtETei0XNQnbAl0woAAE2yWxN2t-AmAAFze4fEHge8g71U9AgOSB-M2pzp01R27x12xux6UcJnXFOneySP9BfzFivg9AAVT8i2jyu7OYcH_MQpTLJ4K8qh6m5WFPQA43foKrHBX7fPqoK5YmfS2hbE_Bzu_XBHBgLWG2xmg8.s87EUDsbhZ2zrOFTcogOxx0zFR5LCksoDlGv2DHhkSw&dib_tag=se&keywords=home+sale&qid=1748079349&sr=8-10&tag=nicdav09-20
"Yankee Candle Home Sweet Home Scented, Classic 22oz Large Jar Single Wick Candle, Over 110 Hours of Burn Time, Ideal for Fall, Outdoors, Home and Christmas Decorations",50%,$15.50 off,15.49,30.99,https://www.amazon.com/Yankee-Candle-Large-Home-Sweet/dp/B000WUFVR0/ref=sr_1_34?dib=eyJ2IjoiMSJ9.mvQWQ1Kl5Sjs3T16PDFZvHB5wjTWCLSy56fFXALvlywv_Uao9W7xBsce61AbXOJyACnKUROgWtcFlNqotfC9CI-rzmJ9RKNWKiZXWCqD_43OURYDT5Y4NChPnu5ryBsXE6KOtETei0XNQnbAl0woAAE2yWxN2t-AmAAFze4fEHge8g71U9AgOSB-M2pzp01R27x12xux6UcJnXFOneySP9BfzFivg9AAVT8i2jyu7OYcH_MQpTLJ4K8qh6m5WFPQA43foKrHBX7fPqoK5YmfS2hbE_Bzu_XBHBgLWG2xmg8.s87EUDsbhZ2zrOFTcogOxx0zFR5LCksoDlGv2DHhkSw&dib_tag=se&keywords=home+sale&qid=1748079349&sr=8-34&tag=nicdav09-20
"Yankee Candle Pink Sands Scented, Classic 22oz Large Jar Single Wick Candle, Over 110 Hours of Burn Time, Perfect for Creating Relaxing Atmosphere",50%,$15.50 off,15.49,30.99,https://www.amazon.com/Yankee-Candle-Large-Pink-Sands/dp/B004G9C0SQ/ref=sr_1_40?dib=eyJ2IjoiMSJ9.mvQWQ1Kl5Sjs3T16PDFZvHB5wjTWCLSy56fFXALvlywv_Uao9W7xBsce61AbXOJyACnKUROgWtcFlNqotfC9CI-rzmJ9RKNWKiZXWCqD_43OURYDT5Y4NChPnu5ryBsXE6KOtETei0XNQnbAl0woAAE2yWxN2t-AmAAFze4fEHge8g71U9AgOSB-M2pzp01R27x12xux6UcJnXFOneySP9BfzFivg9AAVT8i2jyu7OYcH_MQpTLJ4K8qh6m5WFPQA43foKrHBX7fPqoK5YmfS2hbE_Bzu_XBHBgLWG2xmg8.s87EUDsbhZ2zrOFTcogOxx0zFR5LCksoDlGv2DHhkSw&dib_tag=se&keywords=home+sale&qid=1748079349&sr=8-40&tag=nicdav09-20
"KISS imPRESS No Glue Mani Press-On Nails, Mini, 'One Chance', Light Pink, Short Size, Squoval Shape, Includes 30 Nails, Prep Pad, Instructions Sheet, 1 Manicure Stick, 1 Mini File",64%,$6.10 off,3.39,9.49,https://www.amazon.com/imPRESS-Press-Squoval-Instructions-Manicure/dp/B0CVS3MF5N/ref=sr_1_10?dib=eyJ2IjoiMSJ9.K6Dwc_uI35HVBtx_t6R_nyvp23YtGI3jpM8KYfbV-WxMtk-vW1Z5YD2phuBKGVkzXS_oHMIKi77TZicLyEptQnkOHZqcmChDYfNbp_ReQutRM3AdMgtgFuas8SJf1iRbY6ZvVQLJCJkiZhV8oPspiUwFCPv0z92xp0Q7WseJM2z8OjaZLjMpg5JMTyGNyJQDg20V8CUN7zRAVFFnlFCJUdAPCQOTLdooXzhmx2-B8Qk.xs20lbts48qFpDYyADIRGEtPGAxZtnBC-7IxX2LaTtc&dib_tag=se&keywords=today%27s+special&qid=1748079351&rdc=1&sr=8-10&tag=nicdav09-20
R Markdown Cookbook (Chapman & Hall/CRC The R Series),54%,$23.33 off,19.66,42.99,https://www.amazon.com/Markdown-Cookbook-Chapman-Hall-CRC-ebook/dp/B08JW8SPYQ/ref=sr_1_7?dib=eyJ2IjoiMSJ9.NogYVpq6LM6FebtYRk93SbOhJKYDZBComqmKE-NI8CXB_Bn7yC6fmlcHYzFOCsX-TZJoHClAhWkr7A2wLn1JiZT6cwfxAqOxRSl0hsdfytDZZ8NnTOhdJ5xKa3GgCl21kbdK2vZCJxo81uW6GpoY_dY4wy6-z6bk3hSJ5tqRhLe7q9ESIlXG_Zi1eiawm0_Xytn5TAq7V446F9spy9n8iF9My_NNU6jobPDaLdX6CSE.C6eR6PUkCYaD2j5apejCG0EDPad6g682fngeT78JxmE&dib_tag=se&keywords=markdown&qid=1748079353&sr=8-7&tag=nicdav09-20
Using Markdown: A Short Instruction Guide,70%,$7.00 off,2.99,9.99,https://www.amazon.com/Using-Markdown-Short-Instruction-Guide-ebook/dp/B07CBD68BF/ref=sr_1_8?dib=eyJ2IjoiMSJ9.NogYVpq6LM6FebtYRk93SbOhJKYDZBComqmKE-NI8CXB_Bn7yC6fmlcHYzFOCsX-TZJoHClAhWkr7A2wLn1JiZT6cwfxAqOxRSl0hsdfytDZZ8NnTOhdJ5xKa3GgCl21kbdK2vZCJxo81uW6GpoY_dY4wy6-z6bk3hSJ5tqRhLe7q9ESIlXG_Zi1eiawm0_Xytn5TAq7V446F9spy9n8iF9My_NNU6jobPDaLdX6CSE.C6eR6PUkCYaD2j5apejCG0EDPad6g682fngeT78JxmE&dib_tag=se&keywords=markdown&qid=1748079353&sr=8-8&tag=nicdav09-20
"Fièra Luxury Concealer & Foundation with Anti-Aging Ingredients - Full Coverage for Dark Circles, Wrinkles, Fine Lines, and Spots, All-Day Wear For Mature Skin - Neutral Beige, 0.5 FL. OZ. / 15 ML",50%,$31.50 off,31.5,63.0,https://aax-us-iad.amazon.com/x/c/JJV3ogVy9OiiNnxLj9BbYjcAAAGXAaYlugEAAAH2AQBvbm9fdHhuX2JpZDQgICBvbm9fdHhuX2ltcDIgICAOPICp/https://www.amazon.com/dp/B0B51NLJWQ?pd_rd_i=B0B51NLJWQ&pf_rd_p=dd341307-f684-43e9-8e98-302945182dc4&pf_rd_r=9G91J5QXGQWSF6BHARBV&pd_rd_wg=xQGsC&pd_rd_w=pukti&pd_rd_r=d81377c9-e840-4db8-a966-41eec3041c3f&tag=nicdav09-20
,68%,$40.38 off,19.0,59.38,https://www.amazon.com/Laura-Geller-Light-Balance-N-Brighten-Foundation/dp/B01H1V7WQU/ref=sr_1_5?dib=eyJ2IjoiMSJ9.4m09CUIK2nNvS_F4ZBQrqYeUdEZMvsjPEUcbhMqUeDBgiVgxTvp8UfgidalXCD3gujgaLYsYECZisISUyH-HJ-PBKbGzOYrFw2oEplBBRBlueQSI8ckU7hOqP_s7k_nkfE-eh5a6IPOdgJ_ZjzAQgKBNmzqo23ZCQpU9jx6nwxWJRUymFLo8VFTMVsjoB57QMNQOn0X84MqAuBqyzNKNTVnhzjQW2Gi2TUklkq8mait_3N-IdM9w9fqURswsVDKZ5stIc6ptKcVyvHz6mKOV-F-R8Xf60-l5GZN0CkLLwlQ.c1DECscXeeOrPXJTKTWtLPiYwGltYeS6hzk9-MLHxvI&dib_tag=se&keywords=beauty+deals&qid=1748079355&sr=8-5&tag=nicdav09-20
"Lash Sensational Sky High Washable Mascara Makeup, Volumizing, Lengthening, Defining, Curling, Multiplying, Buildable Formula, Blackest Black, 1 Count",76%,$26.35 off,8.32,34.67,https://www.amazon.com/Maybelline-Volumizing-Buildable-Lengthening-Multiplying/dp/B08H3JPH74/ref=sr_1_6?dib=eyJ2IjoiMSJ9.4m09CUIK2nNvS_F4ZBQrqYeUdEZMvsjPEUcbhMqUeDBgiVgxTvp8UfgidalXCD3gujgaLYsYECZisISUyH-HJ-PBKbGzOYrFw2oEplBBRBlueQSI8ckU7hOqP_s7k_nkfE-eh5a6IPOdgJ_ZjzAQgKBNmzqo23ZCQpU9jx6nwxWJRUymFLo8VFTMVsjoB57QMNQOn0X84MqAuBqyzNKNTVnhzjQW2Gi2TUklkq8mait_3N-IdM9w9fqURswsVDKZ5stIc6ptKcVyvHz6mKOV-F-R8Xf60-l5GZN0CkLLwlQ.c1DECscXeeOrPXJTKTWtLPiYwGltYeS6hzk9-MLHxvI&dib_tag=se&keywords=beauty+deals&qid=1748079355&rdc=1&sr=8-6&tag=nicdav09-20
