Product Title,Discount %,Dollar Amount Off,Current Price ($),Original Price ($),Affiliate Link
50% off,50%,$200.00 off,199.99,399.99,https://www.amazon.com/Blink-Outdoor-4th-Gen-5-Camera/dp/B0B1N4LM4J?pd_rd_w=gN8rj&content-id=amzn1.sym.a9064b4e-09e0-423b-84e4-0c9441b28789&pf_rd_p=a9064b4e-09e0-423b-84e4-0c9441b28789&pf_rd_r=AWNHNCKA6Z0BYK5MAE5F&pd_rd_wg=B3JLA&pd_rd_r=ae7321de-17d1-4b77-8ee6-597f1d3a6078&pd_rd_i=B0B1N4LM4J&tag=nicdav09-20
55% off,54%,$120.99 off,99.0,219.99,https://www.amazon.com/CHEF-iQ-Thermometer-Ultra-Thin-Monitoring/dp/B0C7JNJW2N?pd_rd_w=gN8rj&content-id=amzn1.sym.a9064b4e-09e0-423b-84e4-0c9441b28789&pf_rd_p=a9064b4e-09e0-423b-84e4-0c9441b28789&pf_rd_r=AWNHNCKA6Z0BYK5MAE5F&pd_rd_wg=B3JLA&pd_rd_r=ae7321de-17d1-4b77-8ee6-597f1d3a6078&pd_rd_i=B0C7JNJW2N&tag=nicdav09-20
"Lash Sensational Sky High Washable Mascara Makeup, Volumizing, Lengthening, Defining, Curling, Multiplying, Buildable Formula, Blackest Black, 1 Count",76%,$26.35 off,8.32,34.67,https://www.amazon.com/Maybelline-Volumizing-Buildable-Lengthening-Multiplying/dp/B08H3JPH74/ref=sr_1_2?dib=eyJ2IjoiMSJ9.FLobCHVerSCw0QCJomAfbksY8XQa3fo29PxIFTYv_-D_KSs9sazhggpdxJjp37mBAsx8Y2TTfhtiPgfHW4GQPTR0sDSPnVxRizx2qrn2g82ziWTIEXIqE9imujj-rBsa1TlG4CgaU75_7zzNirJkmfcW7K_X1yojyxWufaCwTbWrA4Sa7Zwtr7tZYwGbhFcz2sqA7DddX4EtSNYEaTMpnwhsnV9jpddx93K0W_h7moyxXxSqOcAiTR-LgWTVuBt2fMtp48FEUtsrtftqElGchYyFiVK-PotZ2npy1bV4KAQ.sYl5hkHKKe2TJR7u2GE9wAyo46gNEgh79C3AqjCFcgY&dib_tag=se&keywords=beauty+sale&qid=1747712317&rdc=1&sr=8-2&tag=nicdav09-20
,61%,$3.05 off,1.94,4.99,https://www.amazon.com/wet-wild-Multi-Stick-Moisturizing-Cruelty-Free/dp/B0CQNQ7WL2/ref=sr_1_4?dib=eyJ2IjoiMSJ9.FLobCHVerSCw0QCJomAfbksY8XQa3fo29PxIFTYv_-D_KSs9sazhggpdxJjp37mBAsx8Y2TTfhtiPgfHW4GQPTR0sDSPnVxRizx2qrn2g82ziWTIEXIqE9imujj-rBsa1TlG4CgaU75_7zzNirJkmfcW7K_X1yojyxWufaCwTbWrA4Sa7Zwtr7tZYwGbhFcz2sqA7DddX4EtSNYEaTMpnwhsnV9jpddx93K0W_h7moyxXxSqOcAiTR-LgWTVuBt2fMtp48FEUtsrtftqElGchYyFiVK-PotZ2npy1bV4KAQ.sYl5hkHKKe2TJR7u2GE9wAyo46gNEgh79C3AqjCFcgY&dib_tag=se&keywords=beauty+sale&qid=1747712317&sr=8-4&tag=nicdav09-20
"Squeeze Me Lip Balm, Moisturizing Lip Balm For A Sheer Tint Of Color, Infused With Hyaluronic Acid, Vegan & Cruelty-free, Strawberry",79%,$15.05 off,4.0,19.05,https://www.amazon.com/l-f-Moisturizing-Hyaluronic-Cruelty-free-Strawberry/dp/B0C7W6GW8P/ref=sr_1_9?dib=eyJ2IjoiMSJ9.FLobCHVerSCw0QCJomAfbksY8XQa3fo29PxIFTYv_-D_KSs9sazhggpdxJjp37mBAsx8Y2TTfhtiPgfHW4GQPTR0sDSPnVxRizx2qrn2g82ziWTIEXIqE9imujj-rBsa1TlG4CgaU75_7zzNirJkmfcW7K_X1yojyxWufaCwTbWrA4Sa7Zwtr7tZYwGbhFcz2sqA7DddX4EtSNYEaTMpnwhsnV9jpddx93K0W_h7moyxXxSqOcAiTR-LgWTVuBt2fMtp48FEUtsrtftqElGchYyFiVK-PotZ2npy1bV4KAQ.sYl5hkHKKe2TJR7u2GE9wAyo46gNEgh79C3AqjCFcgY&dib_tag=se&keywords=beauty+sale&qid=1747712317&sr=8-9&tag=nicdav09-20
Packaging efficiency,50%,$4.13 off,3.97,8.1,https://www.amazon.com/Rimmel-Natural-Bronzer-Sun-Bronze/dp/B001B0H82Q/ref=sr_1_13?dib=eyJ2IjoiMSJ9.FLobCHVerSCw0QCJomAfbksY8XQa3fo29PxIFTYv_-D_KSs9sazhggpdxJjp37mBAsx8Y2TTfhtiPgfHW4GQPTR0sDSPnVxRizx2qrn2g82ziWTIEXIqE9imujj-rBsa1TlG4CgaU75_7zzNirJkmfcW7K_X1yojyxWufaCwTbWrA4Sa7Zwtr7tZYwGbhFcz2sqA7DddX4EtSNYEaTMpnwhsnV9jpddx93K0W_h7moyxXxSqOcAiTR-LgWTVuBt2fMtp48FEUtsrtftqElGchYyFiVK-PotZ2npy1bV4KAQ.sYl5hkHKKe2TJR7u2GE9wAyo46gNEgh79C3AqjCFcgY&dib_tag=se&keywords=beauty+sale&qid=1747712317&sr=8-13&tag=nicdav09-20
"Lip Glowy Balm: Hydrate, Glossy, Lightweight, Moisturize & Tint with Shea Butter",65%,$35.29 off,19.0,54.29,https://www.amazon.com/Laneige-Lip-Glowy-Balm-Berry/dp/B07DY2QRF6/ref=sr_1_24?dib=eyJ2IjoiMSJ9.FLobCHVerSCw0QCJomAfbksY8XQa3fo29PxIFTYv_-D_KSs9sazhggpdxJjp37mBAsx8Y2TTfhtiPgfHW4GQPTR0sDSPnVxRizx2qrn2g82ziWTIEXIqE9imujj-rBsa1TlG4CgaU75_7zzNirJkmfcW7K_X1yojyxWufaCwTbWrA4Sa7Zwtr7tZYwGbhFcz2sqA7DddX4EtSNYEaTMpnwhsnV9jpddx93K0W_h7moyxXxSqOcAiTR-LgWTVuBt2fMtp48FEUtsrtftqElGchYyFiVK-PotZ2npy1bV4KAQ.sYl5hkHKKe2TJR7u2GE9wAyo46gNEgh79C3AqjCFcgY&dib_tag=se&keywords=beauty+sale&qid=1747712317&sr=8-24&tag=nicdav09-20
"SKIN Holy Hydration! Eye Cream Mini, Rich Hydrating Eye Cream For Minimizing Dark Circles, Infused With Hyaluronic Acid, Vegan & Cruelty-free",76%,$13.39 off,4.0,17.39,https://www.amazon.com/l-f-Hydration-Minimizing-Hyaluronic-Cruelty-free/dp/B0D878VYGM/ref=sr_1_37?dib=eyJ2IjoiMSJ9.FLobCHVerSCw0QCJomAfbksY8XQa3fo29PxIFTYv_-D_KSs9sazhggpdxJjp37mBAsx8Y2TTfhtiPgfHW4GQPTR0sDSPnVxRizx2qrn2g82ziWTIEXIqE9imujj-rBsa1TlG4CgaU75_7zzNirJkmfcW7K_X1yojyxWufaCwTbWrA4Sa7Zwtr7tZYwGbhFcz2sqA7DddX4EtSNYEaTMpnwhsnV9jpddx93K0W_h7moyxXxSqOcAiTR-LgWTVuBt2fMtp48FEUtsrtftqElGchYyFiVK-PotZ2npy1bV4KAQ.sYl5hkHKKe2TJR7u2GE9wAyo46gNEgh79C3AqjCFcgY&dib_tag=se&keywords=beauty+sale&qid=1747712317&sr=8-37&tag=nicdav09-20
Carbon impact,85%,$135.14 off,22.0,157.14,https://www.amazon.com/Wonderskin-Blading-Transfer-Waterproof-Whimsical/dp/B0B9YHX8DX/ref=sr_1_39?dib=eyJ2IjoiMSJ9.FLobCHVerSCw0QCJomAfbksY8XQa3fo29PxIFTYv_-D_KSs9sazhggpdxJjp37mBAsx8Y2TTfhtiPgfHW4GQPTR0sDSPnVxRizx2qrn2g82ziWTIEXIqE9imujj-rBsa1TlG4CgaU75_7zzNirJkmfcW7K_X1yojyxWufaCwTbWrA4Sa7Zwtr7tZYwGbhFcz2sqA7DddX4EtSNYEaTMpnwhsnV9jpddx93K0W_h7moyxXxSqOcAiTR-LgWTVuBt2fMtp48FEUtsrtftqElGchYyFiVK-PotZ2npy1bV4KAQ.sYl5hkHKKe2TJR7u2GE9wAyo46gNEgh79C3AqjCFcgY&dib_tag=se&keywords=beauty+sale&qid=1747712317&rdc=1&sr=8-39&tag=nicdav09-20
"Lip Liner Stay-N Peel Off Lip Stain — Long Lasting Matte Lip Tattoo Transfer Proof Lipstain Infused with Hyaluronic Acid & Vitamin E for All Skin Types — Vegan & Cruelty-Free, P-inked",88%,$88.00 off,12.0,100.0,https://www.amazon.com/Sacheu-Lip-Liner-Stay-N-Hyaluronic/dp/B0BVPNQW1C/ref=sr_1_42?dib=eyJ2IjoiMSJ9.FLobCHVerSCw0QCJomAfbksY8XQa3fo29PxIFTYv_-D_KSs9sazhggpdxJjp37mBAsx8Y2TTfhtiPgfHW4GQPTR0sDSPnVxRizx2qrn2g82ziWTIEXIqE9imujj-rBsa1TlG4CgaU75_7zzNirJkmfcW7K_X1yojyxWufaCwTbWrA4Sa7Zwtr7tZYwGbhFcz2sqA7DddX4EtSNYEaTMpnwhsnV9jpddx93K0W_h7moyxXxSqOcAiTR-LgWTVuBt2fMtp48FEUtsrtftqElGchYyFiVK-PotZ2npy1bV4KAQ.sYl5hkHKKe2TJR7u2GE9wAyo46gNEgh79C3AqjCFcgY&dib_tag=se&keywords=beauty+sale&qid=1747712317&sr=8-42&tag=nicdav09-20
