Product Title,Discount %,Dollar Amount Off,Current Price ($),Original Price ($),Affiliate Link
50% off,50%,$200.00 off,199.99,399.99,https://www.amazon.com/Blink-Outdoor-4th-Gen-5-Camera/dp/B0B1N4LM4J?pd_rd_w=P2Kei&content-id=amzn1.sym.a9064b4e-09e0-423b-84e4-0c9441b28789&pf_rd_p=a9064b4e-09e0-423b-84e4-0c9441b28789&pf_rd_r=08GNX876SNSMC7AB5RS0&pd_rd_wg=qZdrx&pd_rd_r=0ad1bb73-bd89-40b1-b3d9-a6181a9a341b&pd_rd_i=B0B1N4LM4J&tag=nicdav09-20
56% off,56%,$42.02 off,32.98,75.0,https://www.amazon.com/PUMA-Carina-Street-Sneaker-WhiteBlackSilver/dp/B0CHT9TH9F?pd_rd_w=B7LLV&content-id=amzn1.sym.5e978d72-07e0-4120-a423-a2af986c9746&pf_rd_p=5e978d72-07e0-4120-a423-a2af986c9746&pf_rd_r=08GNX876SNSMC7AB5RS0&pd_rd_wg=qZdrx&pd_rd_r=0ad1bb73-bd89-40b1-b3d9-a6181a9a341b&pd_rd_i=B0CHT9TH9F&tag=nicdav09-20
The Nightingale: A Novel,62%,$11.21 off,6.78,17.99,https://www.amazon.com/Nightingale-Novel-Kristin-Hannah/dp/1250080401/ref=sr_1_5?dib=eyJ2IjoiMSJ9.Gx4ci3NPb-JlD8PgKuquvX12N9BdC2tc85MVwSXFT_68SyY1RflWWL7xAodwU5zL3BTItzwXqnKQXQqFV_WnR1zOW0C12P5NmqISLpC1fTv17jAohPmfQgCmZFDlaveKzfYwDV29ULCpz1tB8ry-nY8P7A0-XdmvATbLmCqhHeS7qx_PJQzal6M20d5wGEbH93Qxlad90ZFHqc7Bwzg9QtwLd6UJpC9O6e1zfDKqsXtdAhQ6xjg05V5s90eK2YqzB_MzO-6z53CwJBL-00QSvVSGBuS4XgeSTn0MpHsdpkU.PoLjT-avvplEBxOuh1-b-6UasbUi5Nx1pwSiZ1d0dP8&dib_tag=se&keywords=books+sale&qid=1747940999&sr=8-5&tag=nicdav09-20
The Great Alone: A Novel,54%,$10.28 off,8.72,19.0,https://www.amazon.com/Great-Alone-Novel-Kristin-Hannah/dp/1250229537/ref=sr_1_8?dib=eyJ2IjoiMSJ9.Gx4ci3NPb-JlD8PgKuquvX12N9BdC2tc85MVwSXFT_68SyY1RflWWL7xAodwU5zL3BTItzwXqnKQXQqFV_WnR1zOW0C12P5NmqISLpC1fTv17jAohPmfQgCmZFDlaveKzfYwDV29ULCpz1tB8ry-nY8P7A0-XdmvATbLmCqhHeS7qx_PJQzal6M20d5wGEbH93Qxlad90ZFHqc7Bwzg9QtwLd6UJpC9O6e1zfDKqsXtdAhQ6xjg05V5s90eK2YqzB_MzO-6z53CwJBL-00QSvVSGBuS4XgeSTn0MpHsdpkU.PoLjT-avvplEBxOuh1-b-6UasbUi5Nx1pwSiZ1d0dP8&dib_tag=se&keywords=books+sale&qid=1747940999&sr=8-8&tag=nicdav09-20
Love and Other Words,58%,$9.96 off,7.03,16.99,https://www.amazon.com/Love-Other-Words-Christina-Lauren/dp/1501128019/ref=sr_1_9?dib=eyJ2IjoiMSJ9.Gx4ci3NPb-JlD8PgKuquvX12N9BdC2tc85MVwSXFT_68SyY1RflWWL7xAodwU5zL3BTItzwXqnKQXQqFV_WnR1zOW0C12P5NmqISLpC1fTv17jAohPmfQgCmZFDlaveKzfYwDV29ULCpz1tB8ry-nY8P7A0-XdmvATbLmCqhHeS7qx_PJQzal6M20d5wGEbH93Qxlad90ZFHqc7Bwzg9QtwLd6UJpC9O6e1zfDKqsXtdAhQ6xjg05V5s90eK2YqzB_MzO-6z53CwJBL-00QSvVSGBuS4XgeSTn0MpHsdpkU.PoLjT-avvplEBxOuh1-b-6UasbUi5Nx1pwSiZ1d0dP8&dib_tag=se&keywords=books+sale&qid=1747940999&sr=8-9&tag=nicdav09-20
Where the Forest Meets the Stars,51%,$7.65 off,7.3,14.95,https://www.amazon.com/Where-Forest-Meets-Glendy-Vanderah/dp/1503904911/ref=sr_1_12?dib=eyJ2IjoiMSJ9.Gx4ci3NPb-JlD8PgKuquvX12N9BdC2tc85MVwSXFT_68SyY1RflWWL7xAodwU5zL3BTItzwXqnKQXQqFV_WnR1zOW0C12P5NmqISLpC1fTv17jAohPmfQgCmZFDlaveKzfYwDV29ULCpz1tB8ry-nY8P7A0-XdmvATbLmCqhHeS7qx_PJQzal6M20d5wGEbH93Qxlad90ZFHqc7Bwzg9QtwLd6UJpC9O6e1zfDKqsXtdAhQ6xjg05V5s90eK2YqzB_MzO-6z53CwJBL-00QSvVSGBuS4XgeSTn0MpHsdpkU.PoLjT-avvplEBxOuh1-b-6UasbUi5Nx1pwSiZ1d0dP8&dib_tag=se&keywords=books+sale&qid=1747940999&sr=8-12&tag=nicdav09-20
Remarkably Bright Creatures: A Read with Jenna Pick,85%,$17.00 off,2.99,19.99,https://www.amazon.com/Remarkably-Bright-Creatures-Shelby-Pelt-ebook/dp/B09BNH4TLW/ref=sr_1_17?dib=eyJ2IjoiMSJ9.Gx4ci3NPb-JlD8PgKuquvX12N9BdC2tc85MVwSXFT_68SyY1RflWWL7xAodwU5zL3BTItzwXqnKQXQqFV_WnR1zOW0C12P5NmqISLpC1fTv17jAohPmfQgCmZFDlaveKzfYwDV29ULCpz1tB8ry-nY8P7A0-XdmvATbLmCqhHeS7qx_PJQzal6M20d5wGEbH93Qxlad90ZFHqc7Bwzg9QtwLd6UJpC9O6e1zfDKqsXtdAhQ6xjg05V5s90eK2YqzB_MzO-6z53CwJBL-00QSvVSGBuS4XgeSTn0MpHsdpkU.PoLjT-avvplEBxOuh1-b-6UasbUi5Nx1pwSiZ1d0dP8&dib_tag=se&keywords=books+sale&qid=1747940999&sr=8-17&tag=nicdav09-20
"Flawless (Chestnut Springs, 1)",50%,$9.06 off,8.93,17.99,https://www.amazon.com/Flawless-Chestnut-Springs-Elsie-Silver/dp/1728297001/ref=sr_1_31?dib=eyJ2IjoiMSJ9.Gx4ci3NPb-JlD8PgKuquvX12N9BdC2tc85MVwSXFT_68SyY1RflWWL7xAodwU5zL3BTItzwXqnKQXQqFV_WnR1zOW0C12P5NmqISLpC1fTv17jAohPmfQgCmZFDlaveKzfYwDV29ULCpz1tB8ry-nY8P7A0-XdmvATbLmCqhHeS7qx_PJQzal6M20d5wGEbH93Qxlad90ZFHqc7Bwzg9QtwLd6UJpC9O6e1zfDKqsXtdAhQ6xjg05V5s90eK2YqzB_MzO-6z53CwJBL-00QSvVSGBuS4XgeSTn0MpHsdpkU.PoLjT-avvplEBxOuh1-b-6UasbUi5Nx1pwSiZ1d0dP8&dib_tag=se&keywords=books+sale&qid=1747940999&sr=8-31&tag=nicdav09-20
"Throttled (Deluxe Edition) (Dirty Air, 1)",64%,$11.68 off,6.31,17.99,https://www.amazon.com/Throttled-Dirty-Air-Lauren-Asher/dp/1464227616/ref=sr_1_41?dib=eyJ2IjoiMSJ9.Gx4ci3NPb-JlD8PgKuquvX12N9BdC2tc85MVwSXFT_68SyY1RflWWL7xAodwU5zL3BTItzwXqnKQXQqFV_WnR1zOW0C12P5NmqISLpC1fTv17jAohPmfQgCmZFDlaveKzfYwDV29ULCpz1tB8ry-nY8P7A0-XdmvATbLmCqhHeS7qx_PJQzal6M20d5wGEbH93Qxlad90ZFHqc7Bwzg9QtwLd6UJpC9O6e1zfDKqsXtdAhQ6xjg05V5s90eK2YqzB_MzO-6z53CwJBL-00QSvVSGBuS4XgeSTn0MpHsdpkU.PoLjT-avvplEBxOuh1-b-6UasbUi5Nx1pwSiZ1d0dP8&dib_tag=se&keywords=books+sale&qid=1747940999&sr=8-41&tag=nicdav09-20
How to Win Friends & Influence People (Dale Carnegie Books),50%,$10.00 off,9.99,19.99,https://www.amazon.com/How-Win-Friends-Influence-People/dp/0671027034/ref=sr_1_43?dib=eyJ2IjoiMSJ9.Gx4ci3NPb-JlD8PgKuquvX12N9BdC2tc85MVwSXFT_68SyY1RflWWL7xAodwU5zL3BTItzwXqnKQXQqFV_WnR1zOW0C12P5NmqISLpC1fTv17jAohPmfQgCmZFDlaveKzfYwDV29ULCpz1tB8ry-nY8P7A0-XdmvATbLmCqhHeS7qx_PJQzal6M20d5wGEbH93Qxlad90ZFHqc7Bwzg9QtwLd6UJpC9O6e1zfDKqsXtdAhQ6xjg05V5s90eK2YqzB_MzO-6z53CwJBL-00QSvVSGBuS4XgeSTn0MpHsdpkU.PoLjT-avvplEBxOuh1-b-6UasbUi5Nx1pwSiZ1d0dP8&dib_tag=se&keywords=books+sale&qid=1747940999&sr=8-43&tag=nicdav09-20
