Product Title,Discount %,Dollar Amount Off,Current Price ($),Original Price ($),Affiliate Link
50% off,50%,$17.27 off,17.23,34.5,https://www.amazon.com/Lucky-Brand-Venice-Burnout-American/dp/B07998V8YM?pd_rd_w=zQKvo&content-id=amzn1.sym.9533ab59-1513-4ecb-a243-cc6e62682629&pf_rd_p=9533ab59-1513-4ecb-a243-cc6e62682629&pf_rd_r=7VK0YJ92DN18NTK1BHAD&pd_rd_wg=8eoEU&pd_rd_r=55bd8c68-c522-4b02-b17e-586e33125a52&pd_rd_i=B07998V8YM&tag=nicdav09-20
,60%,$7.49 off,4.99,12.48,https://www.amazon.com/essence-Princess-Effect-Mascara-Cruelty/dp/B00T0C9XRK/ref=sr_1_5?dib=eyJ2IjoiMSJ9.cbZ_Zk-dee6zg_x8RM5YLkT28NxA2hRvbJAsJjmP6FVSbhtXrKZ95w7kc7--ywYxA9AcLcKkIutsYnUgPf9ngnoUbgMC9V4XjuRpExhCTZXWugnyGpjmgdoPxdXRXe053oq-AVqjsfC_DCzMNws9tpclIar-SoDPqPg7tggvu2dJXxQhUmYFbRDKo4kkH4A3lGWpXmTVCjbxsiOMLF0CWgIa8jGpUPFixxvuP5WnV3xx6HucxcSTKT1wmbncVW5aqwRrAysT4wvPNJwC9WYKkc7Yr-XQojhCFxSxDaZA890.nKuUz74zgH02ZDDOw9hCWZOaPAv_xWIdu4PkcSEqElE&dib_tag=se&keywords=clearance+items&qid=1747709691&sr=8-5&tag=nicdav09-20
"Secret Outlast Antiperspirant Deodorant for Women, 72hr Sweat & Odor Protection, PH Balancing Minerals, Invisible Solid, Completely Clean Scent, Travel Size, 0.5 oz",50%,$1.31 off,1.31,2.62,https://www.amazon.com/Secret-Antiperspirant-Deodorant-Invisible-Completely/dp/B006MD1OHM/ref=sr_1_9?dib=eyJ2IjoiMSJ9.cbZ_Zk-dee6zg_x8RM5YLkT28NxA2hRvbJAsJjmP6FVSbhtXrKZ95w7kc7--ywYxA9AcLcKkIutsYnUgPf9ngnoUbgMC9V4XjuRpExhCTZXWugnyGpjmgdoPxdXRXe053oq-AVqjsfC_DCzMNws9tpclIar-SoDPqPg7tggvu2dJXxQhUmYFbRDKo4kkH4A3lGWpXmTVCjbxsiOMLF0CWgIa8jGpUPFixxvuP5WnV3xx6HucxcSTKT1wmbncVW5aqwRrAysT4wvPNJwC9WYKkc7Yr-XQojhCFxSxDaZA890.nKuUz74zgH02ZDDOw9hCWZOaPAv_xWIdu4PkcSEqElE&dib_tag=se&keywords=clearance+items&qid=1747709691&sr=8-9&tag=nicdav09-20
"Lash Sensational Sky High Washable Mascara Makeup, Volumizing, Lengthening, Defining, Curling, Multiplying, Buildable Formula, Blackest Black, 1 Count",76%,$26.35 off,8.32,34.67,https://www.amazon.com/Maybelline-Volumizing-Buildable-Lengthening-Multiplying/dp/B08H3JPH74/ref=sr_1_1?dib=eyJ2IjoiMSJ9.OGmVo67ZNY7dAdNKOS_LR_GBGshVCYqhlwrtIrtOeoANOI-02u7GVWt_O4Ra2mbJSCRmsry2-GTot66X-la3eXqb8-BaSv5tfd5u_I2LKbAgXNex198Vtmjh8I-xKczQIw68d2Oqme1pD3SBqA0RBnK6aD9yzBXu4HU4F-ILmKXohi-tLlCetx_Vb4JCZFkvKuaPRSvXhzuxrGCn7O1L1aWuDBvnJjTdPU8Pk0rUVkJgxsakYgY1-rbT6womnO41EbzojAjTjUEyFGQt8z4AAZAyJjDNbn0oORGl7kkgtfc.wDtQkv0k7TRWpdDweVf0_DJXtJcixcfQnFe_ppZKru0&dib_tag=se&keywords=beauty+sale&qid=1747709693&rdc=1&sr=8-1&tag=nicdav09-20
"Squeeze Me Lip Balm, Moisturizing Lip Balm For A Sheer Tint Of Color, Infused With Hyaluronic Acid, Vegan & Cruelty-free, Strawberry",79%,$15.05 off,4.0,19.05,https://www.amazon.com/l-f-Moisturizing-Hyaluronic-Cruelty-free-Strawberry/dp/B0C7W6GW8P/ref=sr_1_11?dib=eyJ2IjoiMSJ9.OGmVo67ZNY7dAdNKOS_LR_GBGshVCYqhlwrtIrtOeoANOI-02u7GVWt_O4Ra2mbJSCRmsry2-GTot66X-la3eXqb8-BaSv5tfd5u_I2LKbAgXNex198Vtmjh8I-xKczQIw68d2Oqme1pD3SBqA0RBnK6aD9yzBXu4HU4F-ILmKXohi-tLlCetx_Vb4JCZFkvKuaPRSvXhzuxrGCn7O1L1aWuDBvnJjTdPU8Pk0rUVkJgxsakYgY1-rbT6womnO41EbzojAjTjUEyFGQt8z4AAZAyJjDNbn0oORGl7kkgtfc.wDtQkv0k7TRWpdDweVf0_DJXtJcixcfQnFe_ppZKru0&dib_tag=se&keywords=beauty+sale&qid=1747709693&sr=8-11&tag=nicdav09-20
Packaging efficiency,50%,$4.13 off,3.97,8.1,https://www.amazon.com/Rimmel-Natural-Bronzer-Sun-Bronze/dp/B001B0H82Q/ref=sr_1_14?dib=eyJ2IjoiMSJ9.OGmVo67ZNY7dAdNKOS_LR_GBGshVCYqhlwrtIrtOeoANOI-02u7GVWt_O4Ra2mbJSCRmsry2-GTot66X-la3eXqb8-BaSv5tfd5u_I2LKbAgXNex198Vtmjh8I-xKczQIw68d2Oqme1pD3SBqA0RBnK6aD9yzBXu4HU4F-ILmKXohi-tLlCetx_Vb4JCZFkvKuaPRSvXhzuxrGCn7O1L1aWuDBvnJjTdPU8Pk0rUVkJgxsakYgY1-rbT6womnO41EbzojAjTjUEyFGQt8z4AAZAyJjDNbn0oORGl7kkgtfc.wDtQkv0k7TRWpdDweVf0_DJXtJcixcfQnFe_ppZKru0&dib_tag=se&keywords=beauty+sale&qid=1747709693&sr=8-14&tag=nicdav09-20
"Lip Glowy Balm: Hydrate, Glossy, Lightweight, Moisturize & Tint with Shea Butter",65%,$35.29 off,19.0,54.29,https://www.amazon.com/Laneige-Lip-Glowy-Balm-Berry/dp/B07DY2QRF6/ref=sr_1_24?dib=eyJ2IjoiMSJ9.OGmVo67ZNY7dAdNKOS_LR_GBGshVCYqhlwrtIrtOeoANOI-02u7GVWt_O4Ra2mbJSCRmsry2-GTot66X-la3eXqb8-BaSv5tfd5u_I2LKbAgXNex198Vtmjh8I-xKczQIw68d2Oqme1pD3SBqA0RBnK6aD9yzBXu4HU4F-ILmKXohi-tLlCetx_Vb4JCZFkvKuaPRSvXhzuxrGCn7O1L1aWuDBvnJjTdPU8Pk0rUVkJgxsakYgY1-rbT6womnO41EbzojAjTjUEyFGQt8z4AAZAyJjDNbn0oORGl7kkgtfc.wDtQkv0k7TRWpdDweVf0_DJXtJcixcfQnFe_ppZKru0&dib_tag=se&keywords=beauty+sale&qid=1747709693&sr=8-24&tag=nicdav09-20
"Lip Liner Stay-N Peel Off Lip Stain — Long Lasting Matte Lip Tattoo Transfer Proof Lipstain Infused with Hyaluronic Acid & Vitamin E for All Skin Types — Vegan & Cruelty-Free, P-inked",88%,$88.00 off,12.0,100.0,https://www.amazon.com/Sacheu-Lip-Liner-Stay-N-Hyaluronic/dp/B0BVPNQW1C/ref=sr_1_30?dib=eyJ2IjoiMSJ9.OGmVo67ZNY7dAdNKOS_LR_GBGshVCYqhlwrtIrtOeoANOI-02u7GVWt_O4Ra2mbJSCRmsry2-GTot66X-la3eXqb8-BaSv5tfd5u_I2LKbAgXNex198Vtmjh8I-xKczQIw68d2Oqme1pD3SBqA0RBnK6aD9yzBXu4HU4F-ILmKXohi-tLlCetx_Vb4JCZFkvKuaPRSvXhzuxrGCn7O1L1aWuDBvnJjTdPU8Pk0rUVkJgxsakYgY1-rbT6womnO41EbzojAjTjUEyFGQt8z4AAZAyJjDNbn0oORGl7kkgtfc.wDtQkv0k7TRWpdDweVf0_DJXtJcixcfQnFe_ppZKru0&dib_tag=se&keywords=beauty+sale&qid=1747709693&sr=8-30&tag=nicdav09-20
Carbon impact,85%,$135.14 off,22.0,157.14,https://www.amazon.com/Wonderskin-Blading-Transfer-Waterproof-Whimsical/dp/B0B9YHX8DX/ref=sr_1_41?dib=eyJ2IjoiMSJ9.OGmVo67ZNY7dAdNKOS_LR_GBGshVCYqhlwrtIrtOeoANOI-02u7GVWt_O4Ra2mbJSCRmsry2-GTot66X-la3eXqb8-BaSv5tfd5u_I2LKbAgXNex198Vtmjh8I-xKczQIw68d2Oqme1pD3SBqA0RBnK6aD9yzBXu4HU4F-ILmKXohi-tLlCetx_Vb4JCZFkvKuaPRSvXhzuxrGCn7O1L1aWuDBvnJjTdPU8Pk0rUVkJgxsakYgY1-rbT6womnO41EbzojAjTjUEyFGQt8z4AAZAyJjDNbn0oORGl7kkgtfc.wDtQkv0k7TRWpdDweVf0_DJXtJcixcfQnFe_ppZKru0&dib_tag=se&keywords=beauty+sale&qid=1747709693&rdc=1&sr=8-41&tag=nicdav09-20
"SKIN Holy Hydration! Eye Cream Mini, Rich Hydrating Eye Cream For Minimizing Dark Circles, Infused With Hyaluronic Acid, Vegan & Cruelty-free",76%,$13.39 off,4.0,17.39,https://www.amazon.com/l-f-Hydration-Minimizing-Hyaluronic-Cruelty-free/dp/B0D878VYGM/ref=sr_1_48?dib=eyJ2IjoiMSJ9.OGmVo67ZNY7dAdNKOS_LR_GBGshVCYqhlwrtIrtOeoANOI-02u7GVWt_O4Ra2mbJSCRmsry2-GTot66X-la3eXqb8-BaSv5tfd5u_I2LKbAgXNex198Vtmjh8I-xKczQIw68d2Oqme1pD3SBqA0RBnK6aD9yzBXu4HU4F-ILmKXohi-tLlCetx_Vb4JCZFkvKuaPRSvXhzuxrGCn7O1L1aWuDBvnJjTdPU8Pk0rUVkJgxsakYgY1-rbT6womnO41EbzojAjTjUEyFGQt8z4AAZAyJjDNbn0oORGl7kkgtfc.wDtQkv0k7TRWpdDweVf0_DJXtJcixcfQnFe_ppZKru0&dib_tag=se&keywords=beauty+sale&qid=1747709693&sr=8-48&tag=nicdav09-20
