Product Title,Discount %,Dollar Amount Off,Current Price ($),Original Price ($),Affiliate Link
50% off,50%,$20.00 off,19.99,39.99,https://www.amazon.com/Blink-Mini-2-Camera-White/dp/B0BWWZXWPL?pd_rd_w=OJh21&content-id=amzn1.sym.5e978d72-07e0-4120-a423-a2af986c9746&pf_rd_p=5e978d72-07e0-4120-a423-a2af986c9746&pf_rd_r=4KC3310DD80F87SQ9TQ8&pd_rd_wg=4xqmw&pd_rd_r=56f7d747-dc2e-4426-8a18-104861769aae&pd_rd_i=B0BWWZXWPL&tag=nicdav09-20
56% off,56%,$42.02 off,32.98,75.0,https://www.amazon.com/PUMA-Carina-Street-Sneaker-WhiteBlackSilver/dp/B0CHT9TH9F?pd_rd_w=OJh21&content-id=amzn1.sym.5e978d72-07e0-4120-a423-a2af986c9746&pf_rd_p=5e978d72-07e0-4120-a423-a2af986c9746&pf_rd_r=4KC3310DD80F87SQ9TQ8&pd_rd_wg=4xqmw&pd_rd_r=56f7d747-dc2e-4426-8a18-104861769aae&pd_rd_i=B0CHT9TH9F&tag=nicdav09-20
,50%,$8.00 off,7.99,15.99,https://www.amazon.com/kimorn-Polarized-Sunglasses-Flexible-Mountaineering/dp/B0DTHF7812/ref=mp_s_a_1_6?dib=eyJ2IjoiMSJ9.hDa7cht_LGxgbz0XpNDXD7itaL0sLt1szt1M2flilTgb0VW9hWs5B2cD8mPLuo3UlBQcILFavfchMjRzuXzAEYppvHyUyvRJQb9ogVRluTL7Z5tksh_SnibwEgri6E7DW1O_T5ou6haqDVuInsaIzu7jIdCQ2uGFu1zRqcDrKti-mv5tSrEc-j4CAJ9uraCLSFfe-9HxxG84K_DSvR0knGL4wIa8YcPgay72rFJm-yJcHQaLJBEGguqSXb6zV8W90wmgMpvsChbVLWXrIWnE4dVhzg74W3S7ibaIu0J1Ov0.1k_lOL5afw_eggbUsCZyEIUdTvw5UFQETxkj7lP1VQ8&dib_tag=se&keywords=sports+sale&qid=1747932362&sr=8-6&tag=nicdav09-20
"Astercook Knife Set, 13 Pieces Kitchen Knives Set with Healthy Anti-Rust Coating, Dishwasher Safe, Stainless Steel Chef Knife Sets with 6 Blade Guards, Perfect Holiday Gifts for Kitchen",64%,$32.01 off,17.98,49.99,https://www.amazon.com/Astercook-Kitchen-Anti-Rust-Dishwasher-Stainless/dp/B0D9B96TBX/ref=sr_1_13?dib=eyJ2IjoiMSJ9.mvQWQ1Kl5Sjs3T16PDFZvObJGoPCmgGBRxkWk8B53uiBMiwxkF0kf1hC97xx35_WMBuwQX6GAP0Hkl2EUK7pkPPzc2xhMWgqoiU_3rU6uOF-KWSx3-9ljf-DC4R4Jr6VjkhaLO_BiteIJQJ4cNFwLpLsXgP_PCznNkZaRsiD_Fmx6ayVnQty3NCOOwRCRNvz0mwJo2hvPFJYqIXUehvcaeyNk7Q0k5eGMwHaU11TF8nF1gWqaU3PWHzHTXbvFfNbCt0t-EBKiIWBobSNBURrZ9d_HyKXUNDHh2Ie5wfc_6A.RohwQycyRGTeuE1LQxyAMneVcmFzTYyN5Gw-UQF8VHs&dib_tag=se&keywords=home+sale&qid=1747932364&sr=8-13&tag=nicdav09-20
"Cordless Vacuum Cleaner, 450W 40Kpa Powerful Stick Vacuum, Up to 50Mins Rechargeable Battery, Vacuum Cleaners for Home Anti-Tangled Lightweight Handheld for Hardwood Floor, Carpets, Pet Hair",55%,$110.01 off,89.98,199.99,https://www.amazon.com/MBYULO-Cordless-Rechargeable-Anti-Tangled-Lightweight/dp/B0D4Z7TFXV/ref=sr_1_34?dib=eyJ2IjoiMSJ9.mvQWQ1Kl5Sjs3T16PDFZvObJGoPCmgGBRxkWk8B53uiBMiwxkF0kf1hC97xx35_WMBuwQX6GAP0Hkl2EUK7pkPPzc2xhMWgqoiU_3rU6uOF-KWSx3-9ljf-DC4R4Jr6VjkhaLO_BiteIJQJ4cNFwLpLsXgP_PCznNkZaRsiD_Fmx6ayVnQty3NCOOwRCRNvz0mwJo2hvPFJYqIXUehvcaeyNk7Q0k5eGMwHaU11TF8nF1gWqaU3PWHzHTXbvFfNbCt0t-EBKiIWBobSNBURrZ9d_HyKXUNDHh2Ie5wfc_6A.RohwQycyRGTeuE1LQxyAMneVcmFzTYyN5Gw-UQF8VHs&dib_tag=se&keywords=home+sale&qid=1747932364&sr=8-34&tag=nicdav09-20
Magic Mixies - Magical Real Misting Gold Cauldron with 8 Inch Non-Electronic Plush Toy. Follow The Spell Book Add The Magic Ingredients. Who Will You Magically Create?,53%,$10.76 off,9.29,20.05,https://www.amazon.com/Magic-Mixies-Cauldron-Ingredients-Magically/dp/B0CQ5K6Y8Z/ref=sr_1_3?dib=eyJ2IjoiMSJ9.xY8OjJSQa8sA66c4Lc5K5jpAFWEvcCct69SMH1l6fwIG69zbLM42hhx3ZK08UkCpTUqMK77qM5YSnzkzwD06Kb5PBiWTvZJjquza-kS3id-rNbFc33kzFAfh-p-jxRGplRpTfyTWAO2ez0oF-IVvQ-fCxnhx0hvv9lMmv0gK3CKY_HHTNGJDuMF25sWD-9dxjpQg1JvxGfkzJgaXSDOkLfPiHxsX0fg_hfo-SQv3t8ijBJTeTzpo3WKztjDvj-0hfKU9912p23Ymi2aGwlGvDZNVN6o03H_rDIV50ppdTUY.0H-qMCe1EDzcpp_vlzJInqTR3Fu0Ha--NZ3ERkZ8jKU&dib_tag=se&keywords=toys+deals&qid=1747932366&sr=8-3&tag=nicdav09-20
"Mattel Minecraft Sniffer Action Figure, 3.25-inch Scale with Game-Accurate Sounds & Pixelated Design",74%,$16.00 off,5.59,21.59,https://www.amazon.com/Mattel-Minecraft-Sniffer-Game-Accurate-Pixelated/dp/B0CMJPQHPD/ref=sr_1_6?dib=eyJ2IjoiMSJ9.xY8OjJSQa8sA66c4Lc5K5jpAFWEvcCct69SMH1l6fwIG69zbLM42hhx3ZK08UkCpTUqMK77qM5YSnzkzwD06Kb5PBiWTvZJjquza-kS3id-rNbFc33kzFAfh-p-jxRGplRpTfyTWAO2ez0oF-IVvQ-fCxnhx0hvv9lMmv0gK3CKY_HHTNGJDuMF25sWD-9dxjpQg1JvxGfkzJgaXSDOkLfPiHxsX0fg_hfo-SQv3t8ijBJTeTzpo3WKztjDvj-0hfKU9912p23Ymi2aGwlGvDZNVN6o03H_rDIV50ppdTUY.0H-qMCe1EDzcpp_vlzJInqTR3Fu0Ha--NZ3ERkZ8jKU&dib_tag=se&keywords=toys+deals&qid=1747932366&sr=8-6&tag=nicdav09-20
"Deluxe Kween of Rawr 11"" Mega Size Figure with Deluxe Finishes and Cool Dinosaur Shaker Fillings, 250% Larger Than Regular Sized Kweenie Figs, Includes Display Case & Collector Card",82%,$22.28 off,4.71,26.99,https://www.amazon.com/XOX-KWEENIE-Finishes-Dinosaur-Collector/dp/B0CPMG2HNN/ref=sr_1_12?dib=eyJ2IjoiMSJ9.xY8OjJSQa8sA66c4Lc5K5jpAFWEvcCct69SMH1l6fwIG69zbLM42hhx3ZK08UkCpTUqMK77qM5YSnzkzwD06Kb5PBiWTvZJjquza-kS3id-rNbFc33kzFAfh-p-jxRGplRpTfyTWAO2ez0oF-IVvQ-fCxnhx0hvv9lMmv0gK3CKY_HHTNGJDuMF25sWD-9dxjpQg1JvxGfkzJgaXSDOkLfPiHxsX0fg_hfo-SQv3t8ijBJTeTzpo3WKztjDvj-0hfKU9912p23Ymi2aGwlGvDZNVN6o03H_rDIV50ppdTUY.0H-qMCe1EDzcpp_vlzJInqTR3Fu0Ha--NZ3ERkZ8jKU&dib_tag=se&keywords=toys+deals&qid=1747932366&sr=8-12&tag=nicdav09-20
"Dowsabel Clay Beads Bracelet Making Kit for Beginner, 5000 Pcs Preppy Polymer Clay Beads with Charms Kit for Jewelry Making, DIY Arts and Crafts Birthday Gifts Toys for Kids Age 6-13",71%,$14.20 off,5.79,19.99,https://www.amazon.com/Dowsabel-Bracelet-Beginner-5000Pcs-Birthday/dp/B0BWMPGFVL/ref=sr_1_18?dib=eyJ2IjoiMSJ9.xY8OjJSQa8sA66c4Lc5K5jpAFWEvcCct69SMH1l6fwIG69zbLM42hhx3ZK08UkCpTUqMK77qM5YSnzkzwD06Kb5PBiWTvZJjquza-kS3id-rNbFc33kzFAfh-p-jxRGplRpTfyTWAO2ez0oF-IVvQ-fCxnhx0hvv9lMmv0gK3CKY_HHTNGJDuMF25sWD-9dxjpQg1JvxGfkzJgaXSDOkLfPiHxsX0fg_hfo-SQv3t8ijBJTeTzpo3WKztjDvj-0hfKU9912p23Ymi2aGwlGvDZNVN6o03H_rDIV50ppdTUY.0H-qMCe1EDzcpp_vlzJInqTR3Fu0Ha--NZ3ERkZ8jKU&dib_tag=se&keywords=toys+deals&qid=1747932366&sr=8-18&tag=nicdav09-20
"Coodoo Upgraded Magnetic Blocks Tough Tiles STEM Toys for 3+ Year Old Boys and Girls Learning by Playing Games for Toddlers Kids, Compatible with Major Brands Building Blocks - Starter Set",50%,$12.58 off,12.41,24.99,https://www.amazon.com/Upgraded-Magnetic-Building-Learning-Compatible/dp/B08R3TW6PD/ref=sr_1_38?dib=eyJ2IjoiMSJ9.xY8OjJSQa8sA66c4Lc5K5jpAFWEvcCct69SMH1l6fwIG69zbLM42hhx3ZK08UkCpTUqMK77qM5YSnzkzwD06Kb5PBiWTvZJjquza-kS3id-rNbFc33kzFAfh-p-jxRGplRpTfyTWAO2ez0oF-IVvQ-fCxnhx0hvv9lMmv0gK3CKY_HHTNGJDuMF25sWD-9dxjpQg1JvxGfkzJgaXSDOkLfPiHxsX0fg_hfo-SQv3t8ijBJTeTzpo3WKztjDvj-0hfKU9912p23Ymi2aGwlGvDZNVN6o03H_rDIV50ppdTUY.0H-qMCe1EDzcpp_vlzJInqTR3Fu0Ha--NZ3ERkZ8jKU&dib_tag=se&keywords=toys+deals&qid=1747932366&sr=8-38&tag=nicdav09-20
