Product Title,Discount %,Dollar Amount Off,Current Price ($),Original Price ($),Affiliate Link
50% off,50%,$149.00 off,149.0,298.0,https://www.amazon.com/Michael-Kors-Marilyn-Medium-Satchel/dp/B0CBKC3Y6G?pd_rd_w=UyWvB&content-id=amzn1.sym.2d1a746f-4df1-4f61-b4b8-e768e6fa97d8&pf_rd_p=2d1a746f-4df1-4f61-b4b8-e768e6fa97d8&pf_rd_r=PP1HPE71FNQG0S05438X&pd_rd_wg=wv1no&pd_rd_r=f10d4907-662d-4278-9504-ce021f02f533&pd_rd_i=B0CBKC3Y6G&tag=nicdav09-20
,50%,$1.99 off,1.99,3.98,https://www.amazon.com/Secret-Antiperspirant-Deodorant-Invisible-Completely/dp/B006MD1OHM/ref=mp_s_a_1_4?dib=eyJ2IjoiMSJ9.cbZ_Zk-dee6zg_x8RM5YLsLcYj3vYtq4X4y_ukJtuUiM4u4TCcMLSSr-C7MQC29eD7fWI0BweX8wv1rFtiqwA27DWwchCOIJLOoiLsU1K1I0f0IWSqXXOakyoTQgaJz1EHEKqth21Zmu3Jow8veZ5LvJy7Jo_0jYCbMNLe8bq-D2AmhmXtFJjyQVrJiiXa-bVRLKsaVj8RI4gLtst6rJ6A.HotWLYypLeF4p-2iGsFtGeq2T_I5ZUvGUIGPZTZhKAg&dib_tag=se&keywords=clearance+items&qid=1748112192&sr=8-4&tag=nicdav09-20
Best Seller,60%,$7.49 off,4.99,12.48,https://www.amazon.com/essence-Princess-Effect-Mascara-Cruelty/dp/B00T0C9XRK/ref=mp_s_a_1_6?dib=eyJ2IjoiMSJ9.cbZ_Zk-dee6zg_x8RM5YLsLcYj3vYtq4X4y_ukJtuUiM4u4TCcMLSSr-C7MQC29eD7fWI0BweX8wv1rFtiqwA27DWwchCOIJLOoiLsU1K1I0f0IWSqXXOakyoTQgaJz1EHEKqth21Zmu3Jow8veZ5LvJy7Jo_0jYCbMNLe8bq-D2AmhmXtFJjyQVrJiiXa-bVRLKsaVj8RI4gLtst6rJ6A.HotWLYypLeF4p-2iGsFtGeq2T_I5ZUvGUIGPZTZhKAg&dib_tag=se&keywords=clearance+items&qid=1748112192&sr=8-6&tag=nicdav09-20
Safer chemicals,68%,$22.00 off,9.99,31.99,https://www.amazon.com/Ophanie-Fluffy-Non-Slip-Bedroom-Nursery/dp/B0852WLH7M/ref=sr_1_32?dib=eyJ2IjoiMSJ9.NuZmfhjziyzmO0D3FzB-OADepWuwYxEauewOxnFtftIPKS5j9fvPH7rvPNE0smBI6Vk9oA1g_HkqGAn3kDdA9LREEmdMJKHmQH7OLidheXKivBB5KF52ahipCa-FtdqXwZR96bD2FJ8yA-3_TlN4pLpPk5qRPrs2jH43Gj6jAPFb3_boq6J1V9WwKXjyPM22_4pZ6W-NwoS26g8l_Bp0KgTPs_7yZ3FrAZzqcr0N92wLzl17VoKn7RAvErz2a1r5yE5u2ODEQVtFMJaemApAdglhaU6cqwdS-Wr1zlCAU-Q.XabO8uoALOhe6SVJq9Xo-g9aHHrRJf7c1XDcRZ2qzOs&dib_tag=se&keywords=bargain+finds&qid=1748112194&sr=8-32&tag=nicdav09-20
Carbon impact,67%,$48.85 off,22.99,71.84,https://www.amazon.com/KAHI-Wrinkle-Hydrating-Moisture-Moisturizer/dp/B0DDC3QGJL/ref=sr_1_21?dib=eyJ2IjoiMSJ9.4m09CUIK2nNvS_F4ZBQrqYeUdEZMvsjPEUcbhMqUeDAupjqXSgf4IhIDtqcbwmR0y2gQPK_hGIQ61lPH9nDMDieM1NexyAJOdO5UqG391pOpAhvc7dVdAs5Ql5Etr_agbeAeoa5BnlDSVeu__pftsWD7hmrzuN4afIQlwwesFjQHrZ_AhW2iPLBr_aVL141jLYOifaq8o6i6kvtglMtBnGZUIl_UVTMMvVIL7b0h_pBbWghTyZ5eGFFCpqvCFQyljU7Myyv8MrCEkSkh_HsW4k3WxXVFtt5_xluEqCPURTI.ID84FHt0CP4YRRddPmsvi-c2RpiNRry79JTMDAIBzFs&dib_tag=se&keywords=beauty+deals&qid=1748112199&sr=8-21&tag=nicdav09-20
Packaging efficiency,50%,$4.13 off,3.97,8.1,https://www.amazon.com/Rimmel-Natural-Bronzer-Sun-Bronze/dp/B001B0H82Q/ref=sr_1_23?dib=eyJ2IjoiMSJ9.4m09CUIK2nNvS_F4ZBQrqYeUdEZMvsjPEUcbhMqUeDAupjqXSgf4IhIDtqcbwmR0y2gQPK_hGIQ61lPH9nDMDieM1NexyAJOdO5UqG391pOpAhvc7dVdAs5Ql5Etr_agbeAeoa5BnlDSVeu__pftsWD7hmrzuN4afIQlwwesFjQHrZ_AhW2iPLBr_aVL141jLYOifaq8o6i6kvtglMtBnGZUIl_UVTMMvVIL7b0h_pBbWghTyZ5eGFFCpqvCFQyljU7Myyv8MrCEkSkh_HsW4k3WxXVFtt5_xluEqCPURTI.ID84FHt0CP4YRRddPmsvi-c2RpiNRry79JTMDAIBzFs&dib_tag=se&keywords=beauty+deals&qid=1748112199&sr=8-23&tag=nicdav09-20
"Lash Sensational Sky High Washable Mascara Makeup, Volumizing, Lengthening, Defining, Curling, Multiplying, Buildable Formula, Very Black, 1 Count",76%,$26.35 off,8.32,34.67,https://www.amazon.com/Maybelline-Volumizing-Buildable-Lengthening-Multiplying/dp/B08H4FSGDW/ref=sr_1_26?dib=eyJ2IjoiMSJ9.4m09CUIK2nNvS_F4ZBQrqYeUdEZMvsjPEUcbhMqUeDAupjqXSgf4IhIDtqcbwmR0y2gQPK_hGIQ61lPH9nDMDieM1NexyAJOdO5UqG391pOpAhvc7dVdAs5Ql5Etr_agbeAeoa5BnlDSVeu__pftsWD7hmrzuN4afIQlwwesFjQHrZ_AhW2iPLBr_aVL141jLYOifaq8o6i6kvtglMtBnGZUIl_UVTMMvVIL7b0h_pBbWghTyZ5eGFFCpqvCFQyljU7Myyv8MrCEkSkh_HsW4k3WxXVFtt5_xluEqCPURTI.ID84FHt0CP4YRRddPmsvi-c2RpiNRry79JTMDAIBzFs&dib_tag=se&keywords=beauty+deals&qid=1748112199&rdc=1&sr=8-26&tag=nicdav09-20
"Natural Shea Lip Balm- Birthday Cake, All-Day Moisture Lip Care Products, 0.14 oz",86%,$22.67 off,3.69,26.36,https://www.amazon.com/eos-Natural-Birthday-Moisture-Products/dp/B0B2TKJVDH/ref=sr_1_30?dib=eyJ2IjoiMSJ9.4m09CUIK2nNvS_F4ZBQrqYeUdEZMvsjPEUcbhMqUeDAupjqXSgf4IhIDtqcbwmR0y2gQPK_hGIQ61lPH9nDMDieM1NexyAJOdO5UqG391pOpAhvc7dVdAs5Ql5Etr_agbeAeoa5BnlDSVeu__pftsWD7hmrzuN4afIQlwwesFjQHrZ_AhW2iPLBr_aVL141jLYOifaq8o6i6kvtglMtBnGZUIl_UVTMMvVIL7b0h_pBbWghTyZ5eGFFCpqvCFQyljU7Myyv8MrCEkSkh_HsW4k3WxXVFtt5_xluEqCPURTI.ID84FHt0CP4YRRddPmsvi-c2RpiNRry79JTMDAIBzFs&dib_tag=se&keywords=beauty+deals&qid=1748112199&rdc=1&sr=8-30&tag=nicdav09-20
"Yerba Mate Wake Up Eye Gel - Yerba Mate, Hyaluronic Acid and Caffeine to Hydrate, Minimize Puffiness and Swelling - Skincare for Face",50%,$5.98 off,5.98,11.96,https://www.amazon.com/Good-Molecules-Formulated-Revitalize-Fragrance/dp/B091NJQ29P/ref=sr_1_31?dib=eyJ2IjoiMSJ9.4m09CUIK2nNvS_F4ZBQrqYeUdEZMvsjPEUcbhMqUeDAupjqXSgf4IhIDtqcbwmR0y2gQPK_hGIQ61lPH9nDMDieM1NexyAJOdO5UqG391pOpAhvc7dVdAs5Ql5Etr_agbeAeoa5BnlDSVeu__pftsWD7hmrzuN4afIQlwwesFjQHrZ_AhW2iPLBr_aVL141jLYOifaq8o6i6kvtglMtBnGZUIl_UVTMMvVIL7b0h_pBbWghTyZ5eGFFCpqvCFQyljU7Myyv8MrCEkSkh_HsW4k3WxXVFtt5_xluEqCPURTI.ID84FHt0CP4YRRddPmsvi-c2RpiNRry79JTMDAIBzFs&dib_tag=se&keywords=beauty+deals&qid=1748112199&sr=8-31&tag=nicdav09-20
"Redness Reliever Eye Drops, For Whiter & Brighter Looking Eyes, 0.08 Fl Oz (2.5 mL)",92%,$137.20 off,11.93,149.13,https://www.amazon.com/Lumify-Redness-Reliever-Drops-2-5mL/dp/B07CDN39DP/ref=sr_1_46?dib=eyJ2IjoiMSJ9.4m09CUIK2nNvS_F4ZBQrqYeUdEZMvsjPEUcbhMqUeDAupjqXSgf4IhIDtqcbwmR0y2gQPK_hGIQ61lPH9nDMDieM1NexyAJOdO5UqG391pOpAhvc7dVdAs5Ql5Etr_agbeAeoa5BnlDSVeu__pftsWD7hmrzuN4afIQlwwesFjQHrZ_AhW2iPLBr_aVL141jLYOifaq8o6i6kvtglMtBnGZUIl_UVTMMvVIL7b0h_pBbWghTyZ5eGFFCpqvCFQyljU7Myyv8MrCEkSkh_HsW4k3WxXVFtt5_xluEqCPURTI.ID84FHt0CP4YRRddPmsvi-c2RpiNRry79JTMDAIBzFs&dib_tag=se&keywords=beauty+deals&qid=1748112199&rdc=1&sr=8-46&tag=nicdav09-20
